Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
4562491,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4563397,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4564444,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4565411,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4566446,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4567431,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4568440,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4569483,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4570465,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4571507,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4572465,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4573536,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4574469,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4575514,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4576481,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4577465,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4578524,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4579485,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4580447,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4581428,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4582458,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4583387,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4584457,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4585450,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4586504,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4587426,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4588462,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4589455,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4590463,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4591470,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4592483,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4593486,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4594499,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4595498,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4596482,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4597527,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4598440,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4599464,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4600398,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4601418,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602472,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
4602824,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
467342,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
468341,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
469264,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
470241,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
471236,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
472248,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
473251,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
474218,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
475262,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
476278,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.75
477291,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1
478264,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
479275,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,2,1.375,1
480290,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
481286,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
482294,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
483236,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.25
484323,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
485320,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
486299,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1
487354,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.5
488243,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
489152,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1
490198,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.25
491210,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.875
492274,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.125
493249,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1
494254,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,1.375
495292,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
496263,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
497320,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
498322,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
499298,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
500308,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
501264,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
502269,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
503321,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
504315,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
505175,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
506211,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
507192,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
508207,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
509282,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
510286,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
511231,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
512297,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
513279,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
514262,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
515294,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
516280,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
517242,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
518275,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
519286,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
520314,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
521191,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
522224,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
523276,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
524249,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
525275,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
526216,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
527259,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
528274,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
529234,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
530244,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
531320,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
532243,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
533281,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
534313,1.25,1.5,1,1.625,1.875,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
535341,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
536309,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537298,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
537812,1.25,1.5,1,1.625,1.75,1.75,2.25,1.875,1.375,1.875,2.125,2.375,1.25,1.625,1.375,0.625
1/26/1904,12:14 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,12:34 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,12:51 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,1:08 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,1:24 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,1:40 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,1:57 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,2:14 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,2:31 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,2:47 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,3:05 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
1/26/1904,3:22 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,1:11 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,1:29 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,1:44 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,2:02 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,2:19 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,2:34 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,2:52 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,3:08 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,3:24 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,3:42 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,3:59 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,4:16 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,4:33 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,4:50 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,5:05 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,5:23 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,5:39 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,5:54 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,6:11 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,6:28 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,6:45 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,7:02 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,7:19 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,7:36 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,7:53 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,8:09 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,8:26 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,8:43 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
2/1/1904,8:59 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,4:56 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,5:12 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,5:29 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,5:46 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,6:02 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,6:19 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,6:36 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,6:52 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,7:09 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,7:26 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,7:42 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,7:59 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,8:16 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,8:32 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,8:49 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,9:06 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,9:22 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,9:39 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,9:56 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,10:12 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,10:29 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,10:46 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,11:02 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,11:19 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,11:36 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,11:52 AM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,12:09 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,12:26 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,12:42 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,12:59 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,1:16 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
12/27/1908,1:32 PM,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1
